Chr	Position	TraitA	TraitB
9	625926	0.0034733	-0.000199491
9	627315	-0.000719816	-0.00242501
9	634471	0.0034733	-0.000199491
9	639257	0.00255735	0.000346538
9	653222	0.0034733	-0.000199491
9	661331	-0.000843746	0.00255477
9	669157	-0.000877246	-0.00242501
9	680196	0.00255735	0.000346538
9	694274	0.00255735	0.000346538
9	701141	0.00274625	0.000264161
9	718954	-0.00554127	-0.00430974
9	720536	-0.00179556	-0.00770407
9	725453	0.00280067	-0.000275825
9	726098	0.00280067	-0.000275825
9	731440	0.00125255	0.000499766
9	734419	0.00125255	0.000499766
9	737477	0.00262167	0.00092574
9	738301	0.000861941	0.000681382
9	738900	0.000861941	0.000681382
9	740101	0.00449465	0.00258107
9	740785	-0.00254276	-0.000674331
9	742606	-0.00430751	-0.00768547
9	743384	0.00449465	0.00269886
9	744134	0.00449465	0.00269886
9	747740	0.00449465	0.00269886
9	753257	-0.0027315	0.000454866
9	754161	-0.0052105	-0.00748099
9	756140	0.00449465	0.00269886
9	757170	0.00914992	0.0064709
9	759677	0.000537697	0.000967198
9	762885	0.000234222	0.00155439
9	764772	0.00240001	0.00182129
9	766128	0.000645136	-0.00076987
9	766755	0.000645136	-0.00076987
9	767565	0.00240001	0.00182129
9	777616	0.000645136	-0.00076987
9	781109	0.00240001	0.00182129
9	788154	0.00170504	0.00193561
9	792658	0.00170504	0.00193561
9	796485	-0.0027713	-0.00197395
9	819491	-0.00174366	0.00907827
9	822689	-0.00364386	-0.00277749
9	828811	0.00240001	0.00182129
9	838292	-0.00174366	0.00907827
9	842052	-0.00174366	0.00907827
9	853312	-0.00882086	-0.00721083
9	864232	0.000749493	0.000605925
9	869482	0.00617281	0.00594781
9	886959	-0.00347238	-0.00367989
9	899806	0.00854977	0.00671725
9	933509	-0.000227666	0.000647582
9	943041	0.000541926	0.000188134
9	946489	-0.00261611	-0.006587
9	950574	-0.00174366	0.00907827
9	957368	-0.00237012	-0.000876909
9	960429	0.000899071	0.00514825
9	962196	0.000899071	0.00514825
9	965444	-0.00120157	-0.00330107
9	972845	-0.00137913	-0.00323329
9	977016	-0.00279094	-0.00222536
9	979023	-0.00266048	-0.00320964
9	981972	0.0011123	-0.00237954
9	982821	0.00286958	-0.00182884
9	989023	-3.33E-05	-0.0019143
9	1005024	-0.000611911	-0.00450033
9	1012620	-0.0061788	-0.00200949
9	1016104	-0.00583976	-0.00240946
9	1022162	-0.00373518	-0.00150401
9	1026877	-0.00337126	-0.0015278
9	1029100	-0.00266048	-0.00320964
9	1040309	-0.00167529	-0.00121659
9	1054076	0.00439942	0.00584987
9	1059617	-0.000133772	-0.00149278
9	1068226	-0.000394412	-0.00131323
9	1073542	-0.00191247	0.000521344
9	1080527	0.00251207	0.00112046
9	1081742	-0.000687794	0.00315346
9	1085583	0.00241983	0.00120381
9	1087246	0.00175963	-0.00112865
9	1090741	-0.0011066	0.00200815
9	1092255	-0.000267135	-0.00163199
9	1093171	0.00365624	0.0017699
9	1097583	-0.000988824	0.00103537
9	1101538	-0.0019972	0.000195259
9	1106947	-0.00362025	-0.00171454
9	1117802	-0.00396881	-0.00288906
9	1132892	-0.00327087	0.00576679
9	1137625	0.000256051	-0.000389021
9	1142075	-0.000408559	-0.00277712
9	1145533	-0.00282602	0.000953532
9	1152842	-0.00116067	0.00297036
9	1157740	-0.000408559	-0.00277712
9	1163644	0.00262546	-0.000937773
9	1171205	0.00262546	-0.000937773
9	1184184	-0.00541268	-0.00156807
9	1189783	0.00557871	0.00362117
9	1198659	-0.00517098	-0.00137675
9	1206639	0.00146145	0.000868073
9	1212058	0.00201651	-0.0015184
9	1228611	-0.000300665	0.00236706
9	1228621	-0.00434534	-0.00542618
9	1232090	-0.000300665	0.00236706
9	1237638	-0.000300665	0.00236706
9	1242430	-0.00104197	0.00350178
9	1246627	-0.00164183	-0.00615323
9	1251121	-0.00168634	-0.00155553
9	1254639	-0.00187442	-0.00214019
9	1258141	0.0020137	-0.00239561
9	1265707	-0.00289672	-0.0047415
9	1268684	-0.00283104	-0.00193127
9	1274733	-0.00358716	-0.00283051
9	1275949	-0.00266279	-0.00283051
9	1281174	0.00121434	-0.00524513
9	1298711	0.00234275	-0.00196173
9	1301556	0.000434845	-0.00165746
9	1305914	-0.00143806	-0.00577982
9	1306997	0.000440193	-0.00289107
9	1312115	-0.00335129	0.00447521
9	1313402	-0.00436626	0.00592855
9	1323793	0.000729123	-0.00385377
9	1328243	-0.000426818	-0.000976253
9	1329095	0.00206524	-0.00708352
9	1333038	-0.000300984	9.91E-05
9	1339403	-0.00130948	0.00490606
9	1346837	-0.000943639	-0.00406998
9	1350602	-0.000212658	-0.00263243
9	1369600	-0.00359018	-0.00250349
9	1377349	0.000356467	0.00376288
9	1390405	0.000356467	0.00376288
9	1407386	-0.00245375	-0.00676022
9	1410076	-0.00114956	-0.00354299
9	1415950	-0.00245375	-0.00676022
9	1423118	-0.000220536	0.00023227
9	1430455	0.00206524	-0.00641996
9	1433378	-0.0030929	0.000857335
9	1436754	-0.0015175	0.00251735
9	1445342	-0.00245375	-0.00676022
9	1446097	-0.00339183	-0.00461199
9	1446770	-0.0017345	-0.00531617
9	1451645	-0.000431145	0.00450732
9	1468621	-0.00245375	-0.00676022
9	1471280	-0.0017345	-0.00531617
9	1479240	-0.00245375	-0.00676022
9	1482045	0.00171352	-0.0060062
9	1494970	-0.000863208	-0.00552383
9	1505899	0.000664997	-0.00500415
9	1512968	0.00206524	-0.00641996
9	1515991	0.000493429	-0.00474291
9	1526203	0.000493429	-0.00474291
9	1533589	-0.000649174	-0.00530638
9	1536789	0.00119411	-0.00674139
9	1551198	-0.00351191	-0.00153094
9	1556288	0.000772921	-0.00425768
9	1564613	-0.000748557	-0.000772895
9	1574582	-0.00195935	-0.00262564
9	1581153	-0.00110227	-0.00061819
9	1582629	-0.000636329	-0.000709425
9	1583955	-0.000636329	-0.000709425
9	1589236	-0.000636329	-0.000709425
9	1590310	-0.00275946	-6.94E-05
9	1591663	-0.00275946	-6.94E-05
9	1594317	-0.000524158	-0.00109393
9	1597234	-0.00302726	0.000401719
9	1598162	-0.00302726	0.000401719
9	1606578	-0.000304837	-0.0010296
9	1607632	-0.000892567	0.000222497
9	1608298	-0.00185122	0.00294781
9	1608883	0.000497154	-0.00180659
9	1609581	-0.000549522	0.000233694
9	1611401	-0.000549522	0.000233694
9	1621182	-0.00575998	-0.00179694
9	1646845	0.00172061	-0.00239159
9	1648356	0.00122566	-0.00258006
9	1652197	-0.000960085	0.00610518
9	1659410	-0.000928655	0.00714517
9	1664308	-0.0045737	0.00207708
9	1670397	-0.0028587	0.00365421
9	1690869	0.000111949	0.00394614
9	1696795	0.00121556	-0.00311324
9	1699271	0.00170042	0.00478213
9	1703911	0.00188086	0.00405998
9	1714446	-0.0024991	-0.00273664
9	1720228	-0.0024991	-0.00273664
9	1724494	0.00532349	-0.00273077
9	1735118	0.000714847	-0.00315906
9	1737631	0.00050237	-0.00126845
9	1741096	-0.00289219	0.00501615
9	1749674	0.000461385	-0.00246523
9	1750943	-0.000928655	0.00714517
9	1754664	0.000373453	-0.00174614
9	1755631	0.000591785	-0.0033078
9	1758885	0.00170042	0.00478213
9	1768299	0.000357759	-0.0033078
9	1774266	0.00208555	-0.00320926
9	1807139	-0.00104192	-0.00249869
9	1811950	-0.00263137	-0.000580309
9	1813846	-0.00206264	-0.00186403
9	1816100	-0.000943474	-0.00280011
9	1821015	-0.00263137	-0.000580309
9	1822558	-0.00263137	-0.000580309
9	1834288	-0.00408449	-0.00212425
9	1835307	-0.00198561	-0.00155006
9	1836146	-0.00446152	-0.00233631
9	1839897	0.00299855	0.000311214
9	1843771	-0.00474206	-0.00163999
9	1844599	0.00299855	0.000311214
9	1845627	0.00299855	0.000311214
9	1854092	-0.00505217	-0.00205624
9	1862541	-0.00292667	-0.00284536
9	1867592	-0.00282219	0.00434676
9	1884447	-0.00508902	-0.00275066
9	1891060	0.000871296	0.00524592
9	1894499	-0.00508902	-0.00275066
9	1902914	0.000914373	-0.00267732
9	1908521	0.000990626	0.0028406
9	1923245	0.00113907	-0.00229981
9	1940174	0.00168917	0.00375858
9	1955814	0.00168917	0.00375858
9	1961996	0.00216571	0.00211214
9	1972202	0.00165431	0.0038875
9	1977382	0.000201825	-0.00422569
9	1989292	-0.00145793	0.0051758
9	1992198	0.00134799	0.00433861
9	1997887	-0.00151857	0.00476207
9	2002491	-0.00699908	-0.00446525
9	2008065	-0.00198088	0.0063572
9	2013191	0.00106042	-0.00762872
9	2020923	0.00477951	0.00194508
9	2022740	0.00477951	0.00194508
9	2031046	0.00472363	0.00188588
9	2046077	0.00372627	0.00346198
9	2054997	0.00358736	0.00377463
9	2055730	0.00487331	0.0021203
9	2056685	-0.00343329	-0.00703657
9	2058249	0.00518511	0.0021203
9	2060773	0.00518511	0.0021203
9	2065929	-0.00319086	-0.00681531
9	2071096	-0.00127069	0.0046345
9	2079437	0.00387572	0.00205445
9	2083865	0.000898967	0.000303281
9	2090894	0.0037968	0.00182594
9	2091672	0.000898967	0.000303281
9	2099652	0.000898967	0.000451708
9	2106567	-0.0042736	-0.0077733
9	2111300	-0.00718234	-0.0138998
9	2118126	-0.00749267	-0.00445517
9	2137088	-0.000674007	0.00253194
9	2140132	-0.00651138	-0.0138998
9	2143883	-0.000164519	0.0026007
9	2149039	-0.000697508	0.00431427
9	2154199	-0.000202742	0.00364437
9	2158151	0.00127889	-0.00244709
9	2163724	0.00332576	0.00193945
9	2172801	-0.00212706	0.00433914
9	2179747	0.00299908	-0.0018132
9	2180753	0.00299908	-0.0018132
9	2184050	-0.00583465	-0.00309382
9	2194700	0.00339156	-0.00143869
9	2197611	-0.00633729	-0.00339372
9	2198822	0.00352457	-0.00143869
9	2212229	-0.00583465	-0.00309382
9	2217191	0.00210483	-0.00086652
9	2221175	0.00385171	-0.000940681
9	2221798	-0.00583465	-0.00309382
9	2236969	-0.000343907	0.00319402
9	2244636	-0.000418857	0.00175111
9	2250311	-0.00100193	0.00303964
9	2261431	7.52E-05	0.00181101
9	2264386	-0.00125409	0.00303964
9	2268313	-0.00125409	0.00303964
9	2273924	-6.14E-06	0.00373138
9	2279365	-0.00181122	-0.00242878
9	2284486	-6.14E-06	0.00373138
9	2292656	-6.14E-06	0.00373138
9	2296814	0.000618596	-0.0024297
9	2303783	0.00112451	7.71E-05
9	2308502	-0.00185739	-0.00283067
9	2314696	-0.00164804	0.00485195
9	2321454	-0.000380811	0.00320884
9	2327670	-6.14E-06	0.00373138
9	2328979	-6.14E-06	0.00373138
9	2333636	-6.14E-06	0.00373138
9	2337548	-6.14E-06	0.00373138
9	2341866	-0.00116937	0.00494437
9	2345829	6.77E-05	0.00373138
9	2349507	0.00035947	-0.0024297
9	2352917	-0.000157475	0.00568856
9	2357532	-0.000157475	0.00568856
9	2365437	-0.00419065	-0.00177279
9	2368293	-0.00210116	-0.0036048
9	2377423	0.00381039	-0.00167845
9	2384079	9.94E-05	0.00373138
9	2388286	-0.00419065	-0.00177279
9	2394593	-0.0045907	-0.00367574
9	2399295	0.00419432	-0.00174432
9	2400655	0.000928227	0.000400632
9	2405555	-0.00354444	-0.0024196
9	2411854	-6.65E-06	0.00407114
9	2416669	-0.00314486	-0.00295659
9	2425234	-6.65E-06	0.00407114
9	2428604	0.00338252	0.000220447
9	2440475	-0.00354444	-0.0024196
9	2451715	-6.65E-06	0.00407114
9	2454680	0.00377044	-2.87E-05
9	2457500	-6.65E-06	0.00407114
9	2472921	-0.00156071	-0.000449824
9	2477104	0.000505944	-0.00181833
9	2481931	0.00130599	0.00545122
9	2487706	0.000505944	-0.00181833
9	2505348	0.00130599	0.00545122
9	2509641	0.000505944	-0.00181833
9	2516885	0.00130599	0.00545122
9	2521033	0.000505944	-0.00181833
9	2524357	-0.00339513	-0.00713348
9	2532047	-0.000822356	-0.00199577
9	2539725	0.000505944	-0.00181833
9	2554717	-0.00283739	-0.000262522
9	2564038	-0.000359236	-0.00194479
9	2578361	-0.00167113	0.00760598
9	2581063	-0.000117229	0.00507535
9	2584395	-0.000117229	0.00507535
9	2586897	-0.00183909	0.00701175
9	2592767	-0.00218699	0.00580042
9	2593523	-0.000528778	0.00522973
9	2600206	0.00136788	0.00382433
9	2607026	0.00179315	0.00626769
9	2613744	0.0013661	-0.00455305
9	2624438	0.00199297	0.00781857
9	2631125	-0.00240085	-0.00477521
9	2636491	-0.00166693	-0.00109938
9	2641293	-0.00176962	-0.00303791
9	2652178	0.0027472	0.00713829
9	2667437	0.000482931	0.00553615
9	2671218	0.0002887	0.00790145
9	2678406	0.000315482	0.00237357
9	2679109	-0.00126672	-0.00479189
9	2681750	0.000315482	0.00237357
9	2685486	-0.00228324	-0.00431298
9	2688546	-0.00264235	-0.00901041
9	2689583	-0.00228324	-0.00431298
9	2693393	-0.002877	-0.00391845
9	2696568	-0.00470515	-0.00427155
9	2699304	-0.00156643	0.00374208
9	2699958	-0.000993525	-0.00450119
9	2704818	-0.000993525	-0.00450119
9	2712486	-0.00213029	-0.00146623
9	2716966	-0.00167015	-0.00162632
9	2717688	-0.00213029	-0.00146623
9	2718375	0.000498095	0.00398278
9	2719228	-0.000906413	-0.000735505
9	2732134	-0.00351421	0.00091841
9	2744676	-0.00534872	-0.000802858
9	2749095	-0.00534872	-0.000802858
9	2753885	-0.00534872	-0.000802858
9	2760446	-0.00323784	-0.00509471
9	2765957	0.000394368	-0.00446311
9	2780439	-0.00271107	-0.00081735
9	2787859	-0.00271107	-0.00081735
9	2792938	-0.0030505	-0.000244126
9	2793533	0.000355287	-0.0033527
9	2797669	-0.00154845	-0.00246376
9	2800161	-0.00297384	-0.000825864
9	2803331	0.000994922	-0.00397256
9	2807668	-0.0037503	-0.00150675
9	2811374	-0.00169981	-0.000765454
9	2819783	-0.0037503	-0.00150675
9	2840829	0.00164582	-0.00456836
9	2843038	-0.00440087	-0.000434246
9	2852344	0.00338311	0.00273462
9	2874530	0.00354107	0.00754321
9	2879655	0.00329684	0.0066688
9	2894338	-0.00625395	-0.00242196
9	2904395	0.00264872	-0.000285563
9	2907586	0.00154907	0.00665849
9	2941607	-0.0032515	-0.000782447
9	2952558	-0.00230593	-0.00148612
9	2954498	-0.000666674	-0.00282156
9	2959152	-0.0032515	-0.000782447
9	2964268	-0.00156122	0.00475763
9	2971407	-0.0010446	0.00500052
9	2983567	0.0043711	0.00408315
9	2998277	-0.00210622	0.0043222
9	3003385	0.00258222	0.00639994
9	3006857	-0.00210622	0.0043222
9	3011414	-0.00209979	0.00397486
9	3012739	-0.00210622	0.0043222
9	3016958	0.00230586	0.00186439
9	3023801	-0.000824683	-0.00233548
9	3027202	0.00154144	0.00240667
9	3030645	-0.00101292	0.00274269
9	3034150	0.00389923	0.00573545
9	3042012	0.0022188	0.0027718
9	3053272	-0.000193767	0.0044832
9	3057910	-0.00607444	0.000325488
9	3062871	-0.00208632	-0.00212396
9	3095619	-0.00509811	-0.000840231
9	3096660	-0.00441205	-0.00128631
9	3102547	-0.00102033	0.00126836
9	3110319	-0.00546977	-0.000277669
9	3132080	-4.99E-05	-0.00128699
9	3134666	-0.00405559	0.0077907
9	3135796	-0.00334928	0.00679596
9	3137269	0.00025785	-0.00134295
9	3138040	0.00025785	-0.00134295
9	3147850	-0.00334928	0.00679596
9	3178789	-0.00185269	0.00683159
9	3188400	7.16E-05	-0.0014593
9	3203477	0.00051983	-0.00134295
9	3206178	-0.00273411	0.00404716
9	3207632	-0.00986123	-0.00338226
9	3228205	-0.00662925	0.00443921
9	3239181	0.00522129	-0.00191889
9	3241720	-0.00397114	0.0020924
9	3246290	-0.000518116	-0.00590248
9	3254150	0.000968012	0.0013373
9	3261959	-0.000802883	0.00122521
9	3277238	-0.00408219	0.00643958
9	3282419	-0.00263491	0.00272357
9	3290617	-0.00106362	0.000221666
9	3295424	0.00226194	-0.000892351
9	3311443	-0.00217561	0.00134194
9	3324560	0.00271106	0.0026239
9	3333450	0.00281761	-0.00235898
9	3338965	0.00053934	0.00131838
9	3345030	-0.000423861	0.0033315
9	3353990	0.00166363	0.00420101
9	3359565	-0.005372	0.00551752
9	3363481	-0.00472188	0.00489372
9	3368215	0.00385876	0.00315216
9	3381910	-0.000816362	-0.00192672
9	3386746	-0.00473581	0.005526
9	3392395	0.00486136	0.00354417
9	3398459	-0.00293145	0.00492134
9	3406008	0.00219655	-0.00173491
9	3406832	0.00219035	-0.00143411
9	3411797	-0.00320892	-0.00250465
9	3419438	0.00210844	-0.00143411
9	3420353	-0.00265893	-0.00217662
9	3421145	0.00428558	-0.00186168
9	3426765	-0.00221857	-0.00292028
9	3427677	0.00476165	-0.00267196
9	3428730	-0.00372893	-0.00342997
9	3430998	-0.00372893	-0.00342997
9	3431964	0.00320987	-8.85E-05
9	3432904	-0.00372893	-0.00342997
9	3448049	0.00203165	-0.000193476
9	3449866	0.00382522	-0.000978081
9	3458178	0.00349242	-0.000466122
9	3464666	0.000102847	-0.00332975
9	3473278	-0.00112891	-0.00371764
9	3474274	0.00325559	-0.00127397
9	3476011	0.00315791	-0.00036028
9	3477678	0.00110641	-0.000656514
9	3478435	0.00315791	-0.00036028
9	3479133	0.00315791	-0.00036028
9	3480175	0.000634006	-0.000565497
9	3481918	0.00315791	-0.00036028
9	3483413	0.000901987	-0.00168789
9	3491182	0.000116606	-0.0006765
9	3496925	-0.00025732	-0.00368987
9	3500787	0.00167521	-0.000225825
9	3513859	-0.00710471	-0.00610443
9	3514727	-0.00710471	-0.00610443
9	3534397	0.000851602	-0.00254815
9	3538331	-0.000960156	0.00125104
9	3541611	-0.0183094	-0.00384024
9	3543610	-0.0161119	-0.00421839
9	3544759	-0.0012863	-0.00087709
9	3557494	-0.00812317	-0.00911146
9	3559450	-0.0018259	-0.00777269
9	3560307	-0.00871261	-0.0105054
9	3561431	-0.00500945	0.00256611
9	3566570	0.00300348	0.00024446
9	3570879	-0.00812317	-0.00911146
9	3571895	-0.00812317	-0.00911146
9	3572774	-0.00242789	-0.00947488
9	3577805	-0.00242789	-0.00947488
9	3579379	-0.00242789	-0.00947488
9	3580288	-0.00242789	-0.00947488
9	3583609	-0.00242789	-0.00947488
9	3588075	0.00831824	-0.00206833
9	3596409	-0.00624379	-0.00085045
9	3600318	-0.00767994	0.00171683
9	3602665	-0.00701018	0.00184425
9	3604424	-0.00734568	0.000869388
9	3610067	-0.00482457	0.000576987
9	3613374	-0.00767994	0.00171683
9	3620747	-0.00619485	0.000679466
9	3635372	-0.00762082	0.00171683
9	3656555	-0.00620381	0.00469655
9	3660020	-0.00653892	0.0034966
9	3666965	-0.00787403	0.00320101
9	3672100	0.00341519	-0.0026511
9	3677190	-0.00787403	0.00320101
9	3699295	-0.00770048	0.00296898
9	3723077	-0.00510487	0.00262233
9	3729917	-0.00674307	0.00326665
9	3731300	0.00394558	-0.00278856
9	3733989	0.00391765	-0.00278856
9	3736060	-0.00727229	0.00347867
9	3740630	0.00261268	-0.00310629
9	3743855	0.00261268	-0.00310629
9	3752242	0.0032268	-0.00205712
9	3754306	-0.00525575	0.00314524
9	3756032	0.00297246	-0.00295846
9	3758562	-0.00525575	0.00314524
9	3760891	0.00365751	-0.00271341
9	3768389	0.00310303	-0.00250427
9	3781139	0.00347877	-0.000981097
9	3796539	0.00447753	-0.00109791
9	3814969	-0.00508718	0.00377418
9	3819400	-0.0047533	0.00340713
9	3823498	0.00330526	-0.00421693
9	3827867	-0.00841385	0.00398616
9	3833048	-0.00206517	0.00376335
9	3836095	-0.00401508	0.00284673
9	3852386	0.00184927	-0.00262156
9	3855453	0.00270335	-0.0014102
9	3868919	0.00183975	-0.0025993
9	3878817	0.00221092	-0.00208708
9	3882381	-0.00783848	0.0042401
9	3886489	-0.00763331	-0.00642141
9	3897414	0.00983371	-0.00179209
9	3919543	0.0017261	-0.000230559
9	3923717	0.00581368	-0.000870436
9	3925284	0.00581368	-0.000870436
9	3940754	0.00581368	-0.000870436
9	3968586	0.0114681	-0.000526389
9	3972078	0.00782175	-0.000347298
9	3973051	0.00782175	-0.000347298
9	3973893	0.00622203	-0.00123542
9	3975261	0.00622203	-0.00123542
9	3975998	-0.00171913	0.00241747
9	3978976	0.0108784	-0.00156832
9	3980750	0.0108784	-0.00156832
9	3984470	0.00622203	-0.00123542
9	3986824	0.0108784	-0.00156832
9	3997991	0.00622203	-0.00123542
9	3999013	0.00622203	-0.00123542
9	4000708	0.0114681	-0.000526389
9	4001658	0.00860586	-0.00145486
9	4040113	0.00193703	0.000955966
9	4040896	-0.000404446	0.00353284
9	4042624	0.000877107	-0.00303505
9	4043904	-0.000703237	0.003317
9	4048541	-0.000124759	0.00201431
9	4050210	-0.00912876	-0.00359212
9	4051697	-0.000703237	0.003317
9	4052888	-0.000703237	0.003317
9	4053711	-0.000703237	0.003317
9	4054980	-0.000703237	0.003317
9	4057275	-0.000703237	0.003317
9	4060756	-0.000647877	0.00344083
9	4070667	-0.000360794	0.00515506
9	4074464	0.000486669	-0.00267459
9	4075293	0.000486669	-0.00267459
9	4082217	-0.000458441	0.00306358
9	4085613	-0.000458441	0.00306358
9	4093883	0.00104978	0.00191959
9	4094950	0.00104978	0.00191959
9	4102678	-0.00133856	-0.00136486
9	4112767	0.00141874	-0.000284001
9	4115171	-4.90E-05	-0.00638728
9	4120500	6.82E-05	0.00233491
9	4123134	0.000874631	0.000470161
9	4134508	6.82E-05	0.00233491
9	4152748	-0.00431948	-0.00235278
9	4157817	-0.00237868	-0.00155747
9	4164769	-0.00518178	-0.00172777
9	4174189	0.000775366	-0.00105074
9	4184541	-0.00518178	-0.00172777
9	4186563	-0.00529039	-0.00236925
9	4193939	-0.00518178	-0.00172777
9	4213848	0.00123439	0.00208179
9	4218002	0.000775366	-0.00105074
9	4222242	-0.000779614	1.19E-05
9	4241374	-0.00396381	-0.00135635
9	4245358	-0.00372206	-0.00123328
9	4248231	-0.00329485	-0.00135635
9	4251498	-0.00345491	-0.00229346
9	4257415	-0.00329485	-0.00135635
9	4259980	-0.00345491	-0.00229346
9	4262261	-0.00329485	-0.00135635
9	4264719	-0.00978034	-0.00362292
9	4269150	-0.00293954	-0.00135635
9	4271625	-0.00978034	-0.00362292
9	4273308	0.00177749	0.00141448
9	4277481	0.00119171	0.00179246
9	4283900	-0.00109031	0.00082161
9	4288475	-0.00190009	-0.00135635
9	4296770	-0.00343295	-0.00270099
9	4300757	-0.00141746	0.000840834
9	4305772	-0.000106264	0.0024863
9	4306543	-0.000389348	0.0038285
9	4307615	-0.000389348	0.00384676
9	4309847	-0.000389348	0.00384676
9	4312919	-0.000389348	0.00384676
9	4315453	0.000340117	0.00147615
9	4319113	-0.00255473	-0.00199229
9	4321647	-0.000413314	0.0030501
9	4323270	-0.00255473	-0.00199229
9	4332114	-0.00269039	-0.00214061
9	4332968	-0.00160822	-0.00135635
9	4335712	0.000419796	0.00317478
9	4342727	-0.000633167	0.0036779
9	4351167	-0.000370363	-0.00749718
9	4356856	-0.000588169	-0.00582816
9	4360609	0.000384928	-0.0028096
9	4374756	0.000835364	0.000377187
9	4375597	0.00104983	0.00184361
9	4378922	0.00156304	0.00162872
9	4380018	0.00156304	0.00162872
9	4381739	0.00165093	0.00151438
9	4382323	0.00126138	5.57E-05
9	4388545	-0.00041731	0.00112859
9	4398154	0.000700731	0.000941737
9	4402407	0.00169627	-0.00202779
9	4403100	0.000163602	-0.0012175
9	4405620	-0.000558644	0.00071695
9	4409265	0.000163602	-0.0012175
9	4410643	0.00160978	-0.00202779
9	4413477	-0.000300535	0.000468828
9	4445323	0.00121869	-0.000499185
9	4454436	0.000935078	0.00483771
9	4458842	-0.000567026	-0.000502188
9	4469741	0.00121233	0.00320824
9	4473349	-0.000567026	-0.000502188
9	4476370	0.000847799	0.00454373
9	4477087	0.000935078	0.00483771
9	4480287	0.00179761	-0.0118962
9	4485003	0.00149645	0.00494466
9	4489206	3.07E-05	0.00451808
9	4495495	0.000847799	0.00454373
9	4499134	2.65E-05	-0.000852246
9	4506159	2.65E-05	-0.000852246
9	4507235	2.65E-05	-0.000852246
9	4509075	2.65E-05	-0.000852246
9	4510952	0.00135589	0.00477545
9	4512510	0.0019116	0.00100508
9	4514193	0.00323629	0.000712752
9	4515116	0.00139886	-0.000145441
9	4518960	0.00187485	-0.000919789
9	4522121	6.52E-05	-0.000761171
9	4525193	6.52E-05	-0.000761171
9	4527601	0.00171685	0.000523016
9	4530916	0.00171685	0.000523016
9	4537265	0.0014004	-0.000117008
9	4540777	0.0014004	-0.000117008
9	4541571	0.0014004	-0.000117008
9	4542973	0.0014004	-0.000117008
9	4544919	0.0014004	-0.000117008
9	4547643	-0.000158465	-0.00129442
9	4551980	0.00132695	0.0047354
9	4557146	0.00171685	0.000523016
9	4559159	0.00337533	-0.00120584
9	4560756	0.00448942	0.0038127
9	4563756	0.00313009	0.00101596
9	4567791	-0.00442909	-0.00254187
9	4570950	-0.0043378	-0.00195842
9	4579294	0.000867	0.00106854
9	4583376	0.0041567	-0.00127694
9	4585745	0.00273336	-0.0022385
9	4590578	-0.00195501	-0.00644509
9	4593752	0.00631408	0.00460351
9	4598060	0.00448942	0.0038127
9	4598929	0.00491536	0.0038127
9	4606601	-0.00151071	-0.00602568
9	4614574	0.00469465	0.00343144
9	4623496	0.00091104	-0.00166441
9	4624156	0.00121314	0.00301564
9	4627858	0.00442111	0.00416171
9	4628666	0.00509166	0.00403118
9	4630929	0.00557971	0.00425339
9	4634053	0.00557971	0.00425339
9	4635690	-0.000548663	-0.000377866
9	4636504	0.00557971	0.00425339
9	4638233	-0.000731251	-0.000859508
9	4644491	-0.00313977	-0.0127575
9	4645222	-0.000548663	-0.000380558
9	4646781	0.00557971	0.00425339
9	4655002	0.00557971	0.00425339
9	4656469	0.00557971	0.00425339
9	4668000	0.00557971	0.00425339
9	4669506	0.00557971	0.00425339
9	4670618	0.00557971	0.00425339
9	4678072	-0.00519129	-0.0120507
9	4679400	0.00846007	0.00315602
9	4680568	0.00064712	-0.00315657
9	4683209	0.00846007	0.00315602
9	4685481	0.00846007	0.00315602
9	4689912	-0.000568123	-0.0154103
9	4698836	-0.00094001	-0.00320272
9	4709036	0.00846007	0.00315602
9	4710222	0.000755682	0.00193998
9	4719762	0.00846007	0.00315602
9	4723684	-0.00177542	-0.00388285
9	4727814	-0.00292054	-0.00443311
9	4737552	-0.00367118	0.000875783
9	4739012	0.00846007	0.00315602
9	4744584	0.00846007	0.00315602
9	4745640	-0.00311119	-0.00365342
9	4751537	-0.00292054	-0.00429488
9	4752247	-0.00367118	0.0011985
9	4757926	-0.00292054	-0.00429488
9	4761067	-0.00316605	-0.00429488
9	4764833	0.00542152	0.000874747
9	4766062	0.00542152	0.000874747
9	4766977	0.00167393	-0.00124309
9	4775835	0.00110727	-0.00439565
9	4778828	0.00139384	-0.00167809
9	4781827	0.00141106	-0.00124309
9	4784708	0.00141106	-0.00124309
9	4786155	0.00181987	-0.000780661
9	4788070	0.00402169	-0.000259357
9	4790947	0.00127691	-0.00307417
9	4794524	0.00386232	0.00108497
9	4795680	0.00137022	-5.20E-05
9	4798300	0.00121161	-5.20E-05
9	4799561	0.00250224	-9.37E-05
9	4800936	0.00250224	-9.37E-05
9	4801969	0.00250224	-9.37E-05
9	4803342	0.00250224	-9.37E-05
9	4806386	0.0032275	-0.000231253
9	4808290	0.0037381	-0.000130077
9	4810021	-0.000210188	0.000597162
9	4811953	0.000471902	3.29E-05
9	4814948	0.000689891	0.000587102
9	4818889	-0.00239153	9.67E-05
9	4830546	0.00587314	0.00292647
9	4831793	-0.000972042	0.00149535
9	4833342	-0.00152803	0.00215515
9	4834252	-0.00152803	0.00215515
9	4837950	0.000449701	-0.00315629
9	4840877	-0.00209076	0.000151427
